X,Y,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,DEPARTAMEN,MUNICIPIO,RED,CODIGO_EST,TIPO,SUB_SEC,NIVEL,INSTITUCIO,AMBITO,ZONA_O_BAR,DIRECCION_,HORARO_DE_,HORARIO,No_CAMAS_E,No_CAMAS_O,No_CAMAS_I,No_CAMAS_U,No_CAMAS_1,No_MEDICO_,No_LIC_ENF,No_AUX_ENF,No_MEDIC_1,No_LIC_E_1,No_AUX_E_1,TOTAL_MEDI,TOTAL_LIC_,TOTAL_AUX_,TOTAL_RR_H,OTROS_RRHH,OTROS_RR_1,TOTAL_RR_1,TELEFONO_E,NOMBRE_DIR,CELULAR_RE,POBLAC_PRO,LATITUD,LONGITUD,layer,path,icon_url
-65.8604,-12.9713,DR. GUIDO ROCA VILLAVICENCIO,DEPARTAMENTO: BENI      <br>MUNICIPIO: EXALTACION<br>RED: 05 YACUMA<br>CODIGO_ESTABLECIMIENTO: 800099<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COQUINAL NAL<br>DIRECCION_ESTABL,,,,,"-1","0","-1",,,BENI,EXALTACION,05 YACUMA,"800099.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,COQUINAL NAL,COQUINAL,6 Hrs.,DISCONTINUO,"0.0","2.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0",S/T,YENCY MAR DAZA VELASCO,,"956732.0","-12.9713","-65.86040",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.68339,-13.228345,SAN CARLOS,DEPARTAMENTO: BENI      <br>MUNICIPIO: EXALTACION<br>RED: 05 YACUMA<br>CODIGO_ESTABLECIMIENTO: 800100<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: SAN CARLOS<br>DIRECCION_ESTABLEC,,,,,"-1","0","-1",,,BENI,EXALTACION,05 YACUMA,"800100.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,SAN CARLOS,S/N,6 Hrs.,DISCONTINUO,"1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0",S/T,ROSIO KAREN AMBLO MORALES,,"956732.0","-13.228345","-65.68339",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.33139,-14.823345,ARGENTINA,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800101<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: ZONA CENTRAL<br>DIRECCION_ESTABL,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800101.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,ZONA CENTRAL,CALLE 24 SEPTIEMBRE Y ISIRERI.,24 Hrs.,CONTINUO,"0.0","1.0","2.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0",S/T,MAIRA RODRIGUEZ RODRIGUEZ,,"956732.0","-14.823345","-65.33139",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.37939,-14.892345,BERMEO,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800102<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: ZONA CENTRAL<br>DIRECCION_ESTAB,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800102.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,R,ZONA CENTRAL,AV. JUAN BARTUREM ENTRE 11 DE OCTUBRE,24 Hrs.,CONTINUO,"0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0",S/T,JUAN CARLOS GARCIA ROMERO,,"956732.0","-14.892345","-65.37939",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.44437,-14.274905,DESENGANO,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800103<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: 23 DE MARZO<br>DIRECCION_ES,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800103.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,23 DE MARZO,DIAGONAL U.E DESIDERIO CHOLIMA YOQUI,8 Hrs.,DISCONTINUO,"1.0","1.0","2.0","0.0","0.0","1.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0","2.0","3.0","0.0","1.0","1.0","67274654",YANETH PEREZ NAJAYA,,"956732.0","-14.274905","-65.44437",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.34676,-14.913851,FATIMA,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800104<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COMUNIDAD FATIMA<br>DIRECCI,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800104.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,COMUNIDAD FATIMA,4TA. ENTRADA,8 Hrs.,DISCONTINUO,"0.0","1.0","2.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","1.0","1.0",S/T,ALAN KADIR ZELADA CALLAU,,"956732.0","-14.913851","-65.34676",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.75329,-14.733044,LAS MERCEDES,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800105<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COMUNIDAD<br>DIRECCION_ESTABLECI,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800105.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,COMUNIDAD,CALLE/SN,6 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","73937317",JEREMIAS HUMAZA MALUE,,"956732.0","-14.733044","-65.75329",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.82974,-15.637268,MONTE GRANDE,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800106<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: MONTE GRANDE<br>DIRECCION_E,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800106.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,MONTE GRANDE,C/3 FINAL,24 Hrs.,CONTINUO,"0.0","0.0","3.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","74704969",EINAR VELA MATARECO,,"956732.0","-15.637268","-65.82974",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.64129,-14.9914594,PARROQUIAL VINARASIRARE,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800107<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: LORETO<br>DIRECCION_ESTABLE,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800107.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,LORETO,INDEPENDENCIA,24 Hrs.,CONTINUO,"2.0","2.0","13.0","0.0","2.0","0.0","0.0","0.0","1.0","1.0","2.0","1.0","1.0","2.0","4.0","0.0","8.0","8.0","34822367",YHOLY SALAZAR,,"956732.0","-14.9914594","-65.64129",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.6174,-14.9903,CENTRO DE SALUD INTEGRAL 3 DE NOVIEMBRE,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800108<br>TIPO: C.S. INTEGRAL<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: LORETO<br>DIRECCION_ESTABLECIMIENT,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800108.0",C.S. INTEGRAL,Público,1er NIVEL,G.A.M.,U,LORETO,CALLE ANTONIO DE ORELLANA ESQ. INDEPENDENCIA,24 Hrs.,CONTINUO,"2.0","1.0","15.0","0.0","0.0","14.0","4.0","10.0","3.0","3.0","13.0","17.0","7.0","23.0","47.0","15.0","24.0","39.0",S/T,HERNAN HORACIO SOTOMAYOR CONDORI,,"956732.0","-14.9903","-65.61740",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.35739,-15.410345,SAN FRANCISCO,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800109<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: Z/ LORETO<br>DIRECCION_ESTA,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800109.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,Z/ LORETO,AV/VIRGEN DE LORETO,6 Hrs.,CONTINUO,"1.0","1.0","2.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0","2.0","71124624",NILO FERNANDEZ PINTO,,"956732.0","-15.410345","-65.35739",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.63979,-14.99709,POLICON. SAN IGNACIO,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800110<br>TIPO: POLICONSULTORIO<br>SUB_SEC: Seguridad Social (CAJAS)<br>NIVEL: 1er NIVEL<br>INSTITUCION: Caja Nacional de Salud<br>AMBITO: U<br>ZONA_O_BARRIO:,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800110.0",POLICONSULTORIO,Seguridad Social (CAJAS),1er NIVEL,Caja Nacional de Salud,U,ZONA SAN MARTIN,CALLE BALLIVIAN,8 Hrs.,CONTINUO,"1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","2.0","0.0","3.0","3.0",S/T,JOSE LUIS SUCUBONO YACA,,"956732.0","-14.99709","-65.63979",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.79448,-14.98126,PUERTO SAN BORJA,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800111<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COMUNIDAD PUERTO SAN BORJA<,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800111.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,COMUNIDAD PUERTO SAN BORJA,CARRETERA SAN IGNACIO - SAN BORJA,8 Hrs.,DISCONTINUO,"0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0",S/T,RUBEN SOSSA CAYUBA,,"956732.0","-14.98126","-65.79448",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.15368,-15.652455,NUEVA GALILEA,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800112<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: CENTRAL<br>DIRECCION_ESTABLECIMI,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800112.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,CENTRAL,CALLE PRINCIPAL FRENTE DE LA CANCHA,24 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0",S/T,CARMEN NOGALES MORALES,,"956732.0","-15.652455","-65.15368",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.97439,-15.271345,SAN JOSE DEL CABITO- TIM,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800113<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COMUNIDAD SAN JOSE<br>DIREC,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800113.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,COMUNIDAD SAN JOSE,SAN JOSE,6 Hrs.,CONTINUO,"0.0","0.0","2.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","73900724",NELSON GIL MARPARTIDA,,"956732.0","-15.271345","-65.97439",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.55339,-15.557345,SAN LORENZO DE MOXOS,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800114<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: ZONA 18 DE NOVIEMBRE<br>DIR,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800114.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,ZONA 18 DE NOVIEMBRE,CALLE  ZOILA ARDAYA,6 Hrs.,DISCONTINUO,"0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","2.0","1.0","0.0","3.0","4.0","2.0","1.0","3.0",S/T,OMAR ATAHUICHI CONDORI,,"956732.0","-15.557345","-65.55339",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.50939,-14.945345,SANTA RITA,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800115<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: ZONA CENTRAL<br>DIRECCION_ESTABL,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800115.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,ZONA CENTRAL,CALLE HERMOJENE CUEVA Y JUAN DE DIOS MAZUETO,24 Hrs.,CONTINUO,"0.0","0.0","2.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0",S/T,NELIDA HURTADO MALALA,,"956732.0","-14.945345","-65.50939",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.85167,-15.222542,SANTA ROSA DEL APERE,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800116<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: SAN MIGUEL<br>DIRECCION_ESTABLEC,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800116.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,SAN MIGUEL,AV. SAN FRANCISCO,24 Hrs.,CONTINUO,"1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0",S/T,RENE ALVAREZ CRUZ,,"956732.0","-15.222542","-65.85167",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.89808,-16.204687,SANTISIMA TRINIDAD,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800117<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: SANTÍSIMA TRINIDAD<br>DIRE,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800117.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,SANTÍSIMA TRINIDAD,AV. PEDRO IGNACIO MUIBA ESQ. JESUS CUEVA,6 Hrs.,DISCONTINUO,"0.0","0.0","2.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","2.0","3.0","2.0","1.0","3.0",S/T,NESTOR MOYE ROSENDY,,"956732.0","-16.204687","-65.89808",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.48039,-15.770345,PUERTO SAN LORENZO TIPNIS,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN IGNACIO<br>RED: 02 MOXOS<br>CODIGO_ESTABLECIMIENTO: 800118<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: RIOS SECURE<br>DIRECCION_ESTABL,,,,,"-1","0","-1",,,BENI,SAN IGNACIO,02 MOXOS,"800118.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,R,RIOS SECURE,S/ D,12 Hrs.,DISCONTINUO,"1.0","1.0","1.0","0.0","0.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0","1.0","2.0","4.0","0.0","0.0","0.0","4822116",LUIS SANTOS LEIVA CACHI,,"956732.0","-15.770345","-65.48039",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-64.86713,-15.332245,CAMIACO,DEPARTAMENTO: BENI      <br>MUNICIPIO: LORETO<br>RED: 01 TRINIDAD<br>CODIGO_ESTABLECIMIENTO: 800121<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: PROVINCIA-MARBAN<br>DIRECCION,,,,,"-1","0","-1",,,BENI,LORETO,01 TRINIDAD,"800121.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,PROVINCIA-MARBAN,SIN NOMBRE,8 Hrs.,DISCONTINUO,"2.0","1.0","4.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","2.0","3.0","0.0","0.0","0.0",S/T,JUAN CARLOS CHAVEZ DIEZ,,"956732.0","-15.332245","-64.86713",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-64.90318,-15.303325,GUNDONOVIA,DEPARTAMENTO: BENI      <br>MUNICIPIO: LORETO<br>RED: 01 TRINIDAD<br>CODIGO_ESTABLECIMIENTO: 800122<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: GUNDONOVIA<br>DIRECCION_ESTABLECI,,,,,"-1","0","-1",,,BENI,LORETO,01 TRINIDAD,"800122.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,R,GUNDONOVIA,GUNDONOVIA,8 Hrs.,DISCONTINUO,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0",S/T,NAHIR CHAVEZ NOGALES,,"956732.0","-15.303325","-64.90318",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-64.33138,-15.019274,LORETO,DEPARTAMENTO: BENI      <br>MUNICIPIO: LORETO<br>RED: 01 TRINIDAD<br>CODIGO_ESTABLECIMIENTO: 800123<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: LORETO<br>DIRECCION_ESTABLECI,,,,,"-1","0","-1",,,BENI,LORETO,01 TRINIDAD,"800123.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,LORETO,LORETO,6 Hrs.,DISCONTINUO,"2.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0",S/T,ROLANDO MARTINEZ,,"956732.0","-15.019274","-64.33138",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.01856,-15.107922,EL ROSARIO,DEPARTAMENTO: BENI      <br>MUNICIPIO: LORETO<br>RED: 01 TRINIDAD<br>CODIGO_ESTABLECIMIENTO: 800124<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COMUNIDAD EL ROSARIO<br>DIRECCION,,,,,"-1","0","-1",,,BENI,LORETO,01 TRINIDAD,"800124.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,R,COMUNIDAD EL ROSARIO,COMUNIDAD EL ROSARIO,6 Hrs.,DISCONTINUO,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0",S/T,FELIX LIMBERT ARTEAGA VILLAVICENCIO,,"956732.0","-15.107922","-65.01856",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-64.761,-14.9895,SACHOJERE,DEPARTAMENTO: BENI      <br>MUNICIPIO: LORETO<br>RED: 01 TRINIDAD<br>CODIGO_ESTABLECIMIENTO: 800125<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: SACHOJERE<br>DIRECCION_ESTABLECIMI,,,,,"-1","0","-1",,,BENI,LORETO,01 TRINIDAD,"800125.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,SACHOJERE,18 DE AGOSTO,24 Hrs.,DISCONTINUO,"1.0","2.0","2.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","2.0","1.0","1.0","2.0",S/T,CARMEN ROSSENDY NOE,,"956732.0","-14.9895","-64.76100",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.0032,-15.2041,SAN ANTONIO DE LORAS,DEPARTAMENTO: BENI      <br>MUNICIPIO: LORETO                        <br>RED: 01 TRINIDAD              <br>CODIGO_ESTABLECIMIENTO: 800126<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público                       <br>NIVEL: 1er NIVEL <br>INSTITUCION: G.A.M,,,,,"-1","0","-1",,,BENI,LORETO,01 TRINIDAD,"800126.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,S/D,S/D,S/D,S/D,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",S/T,S/D,,"956732.0","-15.2041","-65.00320",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-64.34489,-15.031004,NUEVA BETANIA,DEPARTAMENTO: BENI      <br>MUNICIPIO: SAN ANDRES<br>RED: 01 TRINIDAD<br>CODIGO_ESTABLECIMIENTO: 800127<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COMUNIDAD<br>DIRECCION_ESTABL,,,,,"-1","0","-1",,,BENI,SAN ANDRES,01 TRINIDAD,"800127.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,R,COMUNIDAD,CARRETERA TRINIDAD/SANTA CRUZ KM-78,8 Hrs.,CONTINUO,"2.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","72161003",JOSE IVAN CESPEDES MENDOZA,,"956732.0","-15.031004","-64.34489",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
